"","Reporting.Year","Reporting.Quarter","Reporting.Organization","Certified.Type","County","Certified.Capacity","Operational.Capacity","Beginning.Census","End.Census","Male.Census","Female.Census"
"8632",2014,1,"Emeritus at Perinton Park Manor","F","Monroe",80,80,40,38,10,28
"8633",2014,1,"Emeritus at the Landing of Brockport","S","Monroe",110,110,106,98,22,76
"8634",2014,1,"Emeritus at the Landing of Queensbury","S","Warren",88,88,82,87,31,56
"8635",2014,1,"Emeritus at West Side Manor","F","Onondaga",79,74,71,69,22,47
"8636",2014,1,"Emeritus at West Side Rochester","F","Monroe",72,72,70,69,28,41
"8637",2014,1,"Emeritus at Woodland Manor","F","Broome",116,65,51,52,13,39
"8638",2014,1,"Emeritus at Woodland Place","F","Broome",65,65,30,25,10,15
"8639",2014,1,"E.R.I.E.  EHP #1 Toomey Abbott Tower","S","Onondaga",95,95,63,63,34,29
"8640",2014,1,"Evergreen Court Home for Adults - delete","F","Rockland",200,200,132,135,72,63
"8641",2014,1,"Evergreen Heights","E","Cayuga",60,58,58,58,35,23
"8642",2014,1,"Faatz-Crofut Home for the Elderly","E","Cayuga",56,56,48,42,9,33
"8643",2014,1,"Fairlawn Adult Home, Inc.","F","Suffolk",30,30,27,26,18,8
"8644",2014,1,"Fairport Baptist Homes Adult Care Facility","E","Monroe",22,22,21,22,6,16
"8645",2014,1,"Family Srvs/Rochester EHP1 Danforth Towers East","S","Monroe",28,28,28,28,15,13
"8646",2014,1,"Family Srvs/Rochester EHP2 Jonathan Child Project","S","Monroe",30,30,28,29,13,16
"8647",2014,1,"Family Srvs/Rochester EHP3 Hudson-Ridge Towers","S","Monroe",40,36,33,36,17,19
"8648",2014,1,"Fawn Ridge SeniorLiving","F","Rensselaer",155,155,146,150,87,63
"8649",2014,1,"Fieldstone at Westchester Meadows","S","Westchester",12,10,7,7,0,7
"8650",2014,1,"Five Star Premier Residence of Yonkers","F","Westchester",40,40,27,29,9,20
"8651",2014,1,"Five Star Premier Residence of Yonkers","S","Westchester",84,84,60,64,21,43
"8652",2014,1,"Focus Senior Living at Utica","S","Herkimer",110,110,99,97,53,44
"8653",2014,1,"Folts-Claxton Manor","E","Herkimer",80,80,49,49,10,39
"8654",2014,1,"Fox Run at Orchard Park","S","Erie",52,52,48,46,12,34
"8655",2014,1,"Frederic Fleming Residence","E","New York",47,47,47,47,22,25
"8656",2014,1,"Fredonia Place","S","Chautauqua",84,84,71,74,26,48
"8657",2014,1,"Frewburg Rest Home","F","Chautauqua",81,65,63,35,12,23
"8658",2014,1,"Gables Home for Adults","F","Suffolk",24,24,24,24,22,2
"8659",2014,1,"Garden House","S","Erie",48,48,41,45,11,34
"8660",2014,1,"Garden House For Adults","F","Broome",24,24,18,18,4,14
"8661",2014,1,"Garden of Eden Home","F","Kings",202,202,193,194,123,71
"8662",2014,1,"Garnerville Home for Adults","F","Rockland",39,39,39,37,21,16
"8663",2014,1,"Genesee County Domiciliary Care","N","Genesee",80,80,36,33,12,21
"8664",2014,1,"Glen Arden, Inc.","S","Orange",28,28,23,21,1,20
"8665",2014,1,"Glenmere at Cloverwood","S","Monroe",77,77,58,58,16,42
"8666",2014,1,"Glenwell","E","Erie",120,93,93,87,24,63
"8667",2014,1,"Golden Acres Home for Adults","F","Rockland",79,79,78,78,57,21
"8668",2014,1,"Good Shepherd - Fairview Home, Inc.","E","Broome",73,73,58,57,11,46
"8669",2014,1,"Good Shepherd Village at Endwell","E","Broome",32,32,28,28,4,24
"8670",2014,1,"GrandeVie Senior Living Community","F","Monroe",178,178,120,123,37,86
"8671",2014,1,"Grandeville Senior Living Community","F","Monroe",140,130,109,109,27,82
"8672",2014,1,"Green Briar Adult Home","F","Dutchess",53,53,45,45,23,22
"8673",2014,1,"Greenbriar Home for Adults","F","Cortland",37,37,30,31,20,11
"8674",2014,1,"Greenfield Court","S","Erie",57,50,44,46,16,30
"8675",2014,1,"GreenField Terrace","E","Erie",56,49,34,43,9,34
"8676",2014,1,"Green Hills Estate","F","Rockland",164,164,158,152,100,52
"8677",2014,1,"Gurwin Jewish Fay J. Lindner Residence","S","Suffolk",200,158,152,145,31,114
"8678",2014,1,"Gurwin Jewish Fay J. Lindner Residence","E","Suffolk",65,65,60,60,15,45
"8679",2014,1,"Hamilton Manor Home for Adults","F","Madison",38,38,19,20,11,9
"8680",2014,1,"Hampshire House Adult Home","F","Otsego",65,65,56,56,14,42
"8681",2014,1,"Harbor House","F","Nassau",136,136,127,118,31,87
"8682",2014,1,"Harbor Terrace Adult Home and Assisted Living","F","Richmond",427,427,352,343,217,126
"8683",2014,1,"Harbor View Home for Adults","F","Kings",162,120,96,94,36,58
"8684",2014,1,"Hawthorne Ridge, Inc.","E","Rensselaer",66,66,61,61,15,46
"8685",2014,1,"Hazel L. Carpenter Home","E","Madison",23,23,19,17,3,14
"8686",2014,1,"Heather Heights of Pittsford","F","Monroe",120,120,108,100,32,68
"8687",2014,1,"Heathwood Assisted Living at Penfield","S","Monroe",108,108,91,88,24,64
"8688",2014,1,"Hedgewood Home for Adults","F","Dutchess",200,200,196,197,145,52
"8689",2014,1,"Helen Keller National Center","E","Nassau",52,28,27,27,11,16
"8690",2014,1,"Heritage Home for Women","E","Schenectady",36,36,34,33,0,33
"8691",2014,1,"Heritage Manor of Lockport","F","Niagara",64,46,42,41,11,30
"8692",2014,1,"Heritage Manor of Ransomville","F","Niagara",142,142,133,133,87,46
"8693",2014,1,"Hidden Gem Home for Adults","F","Suffolk",17,17,15,16,6,10
"8694",2014,1,"Highland Assisted Living at Village View","F","Ulster",46,46,44,44,23,21
"8695",2014,1,"Highland Home","F","Onondaga",19,19,14,12,4,8
"8696",2014,1,"Hillcrest Spring Residential","F","Montgomery",80,80,74,70,14,56
"8697",2014,1,"Hilltop Manor West","E","Broome",98,98,82,82,14,68
"8698",2014,1,"Hilton East Assisted Living","F","Monroe",205,178,141,144,50,94
"8699",2014,1,"Holbrook Adult Home","F","Washington",33,33,26,24,4,20
"8700",2014,1,"Home of the Good Shepherd","E","Saratoga",42,42,39,41,9,32
"8701",2014,1,"Home of the Good Shepherd at Highpointe","E","Saratoga",86,86,75,74,13,61
"8702",2014,1,"Home of the Good Shepherd Moreau","E","Saratoga",72,72,37,45,10,35
"8703",2014,1,"Home of the Good Shepherd Wilton","E","Saratoga",54,54,51,47,9,38
"8704",2014,1,"Home Sweet Home of Athens, Inc.","F","Greene",24,24,22,23,7,16
"8705",2014,1,"Home Sweet Home on the Hudson","F","Greene",60,60,45,49,11,38
"8706",2014,1,"Horizons","E","Ontario",76,76,62,61,11,50
"8707",2014,1,"Hudson Valley Senior Residence","E","Ulster",48,41,31,34,11,23
"8708",2014,1,"Hultquist Place","E","Chautauqua",96,96,94,93,13,80
"8709",2014,1,"Ideal Senior Living Center","E","Broome",70,70,61,61,10,51
"8710",2014,1,"Ingersoll Place","E","Schenectady",78,78,54,61,24,37
"8711",2014,1,"Ivy Lodge","F","Ulster",40,40,29,31,8,23
"8712",2014,1,"Jeffersonville Senior Living","F","Sullivan",49,49,44,46,32,14
"8713",2014,1,"Jeff Senior Living","F","Sullivan",11,11,9,9,9,0
"8714",2014,1,"Johnes Holden Home","E","Orange",40,40,34,30,11,19
"8715",2014,1,"Johnsons Adult Home","F","Chautauqua",24,24,20,20,12,8
"8716",2014,1,"Jones Manor on the Sound","E","Nassau",46,46,40,38,17,21
"8717",2014,1,"Judson Meadows","S","Schenectady",80,80,8,12,4,8
"8718",2014,1,"Kalets Adult Home","F","Onondaga",45,45,39,41,28,13
"8719",2014,1,"Keene Valley Neighborhood House","E","Essex",50,50,44,44,14,30
"8720",2014,1,"Keepsake Village at Greenpoint","F","Onondaga",57,54,54,54,15,39
"8721",2014,1,"Kellys Home for Adults","F","Sullivan",80,80,66,67,56,11
"8722",2014,1,"Kendal at Ithaca","E","Tompkins",36,36,29,29,7,22
"8723",2014,1,"Kendal on Hudson","S","Westchester",24,24,12,13,2,11
"8724",2014,1,"Ken-Ton Presbyterian Village EHP","S","Erie",49,49,42,40,8,32
"8725",2014,1,"Kenwell","E","Erie",148,148,97,91,36,55
"8726",2014,1,"Kenwood Manor Inc","E","Albany",67,67,54,51,15,36
"8727",2014,1,"Kings Adult Care Center","F","Kings",220,220,215,213,140,73
"8728",2014,1,"Kings Height Rest Home","F","Dutchess",21,21,19,19,18,1
"8729",2014,1,"Kingsway Manor, LLC","F","Schenectady",140,140,123,130,33,97
"8730",2014,1,"Kirkside Home for Adults","E","Delaware",21,21,20,21,8,13
"8731",2014,1,"Ladies Home of Oswego","E","Oswego",21,21,21,21,0,21
"8732",2014,1,"Lakeside Manor Home for Adults, Inc.","F","Richmond",200,200,200,200,149,51
"8733",2014,1,"Laurelwood at the Highlands","S","Monroe",68,68,53,53,13,40
"8734",2014,1,"LDor","F","Rockland",44,44,44,44,31,13
"8736",2014,1,"Lincoln Rest Home","F","Westchester",23,23,22,21,17,4
"8737",2014,1,"Lockport Presbyterian Home","E","Niagara",60,60,39,37,8,29
"8738",2014,1,"Long Island Living Center","F","Queens",306,167,164,164,59,105
"8739",2014,1,"Longview, an Ithacare Community","E","Tompkins",96,96,83,87,30,57
"8740",2014,1,"Loretto EHP #1 Bernardine Apartments","S","Onondaga",148,148,106,106,18,88
"8741",2014,1,"Loretto EHP #3 Nottingham","S","Onondaga",64,48,47,47,12,35
"8742",2014,1,"Loretto Village Apts. Enriched Housing Site #5","S","Onondaga",79,79,77,78,20,58
"8743",2014,1,"Lott Assisted Living Residence","S","New York",131,127,114,124,38,86
"8744",2014,1,"Loudonville Home for Adults","F","Albany",80,68,65,63,20,43
"8745",2014,1,"Lutheran Home of Central New York","E","Oneida",68,62,52,52,14,38
"8746",2014,1,"Madison York Assisted Living Community, LLC","F","Queens",226,226,218,219,119,100
"8747",2014,1,"Madison York Rego Park LLC","F","Queens",202,202,191,192,122,70
"8748",2014,1,"Manlius Home for Adults","F","Onondaga",40,40,24,25,7,18
"8749",2014,1,"Manor Haven Adult Home, Inc.","F","Suffolk",32,32,31,31,19,12
"8750",2014,1,"Manor Hills","F","Allegany",137,137,110,111,30,81
"8751",2014,1,"Maple House","S","Westchester",25,25,13,17,8,9
"8752",2014,1,"Maple Rest","F","Suffolk",27,27,26,27,20,7
"8753",2014,1,"Maplewood Assisted Living","E","St.Lawrence",48,48,44,46,10,36
"8754",2014,1,"Maplewood Commons","S","Westchester",80,50,50,50,10,40
"8755",2014,1,"Marchand Manor","F","Schoharie",36,36,29,28,12,16
"8756",2014,1,"Marian Woods","E","Westchester",50,50,44,42,0,42
"8757",2014,1,"Mariners Residence, Inc.","F","Richmond",270,270,129,131,71,60
"8758",2014,1,"Marjorie Doyle Rockwell Center","E","Albany",52,52,52,49,10,39
"8759",2014,1,"Mary Agnes Manor ALP","F","Erie",230,230,182,189,96,93
"8760",2014,1,"Maryville Assisted Living","F","Suffolk",32,32,31,30,11,19
"8761",2014,1,"Maryville Home For Adults","F","Steuben",14,14,14,13,4,9
"8762",2014,1,"Masonic Home","E","Oneida",96,80,58,62,24,38
"8763",2014,1,"Massry Residence at Daughters of Sarah","S","Albany",70,70,57,60,14,46
"8764",2014,1,"McAuley Residence","E","Albany",48,48,41,39,2,37
"8765",2014,1,"McHarrie Pointe","E","Onondaga",47,47,41,42,15,27
"8766",2014,1,"McPeaks Adult Home","F","Suffolk",51,48,44,41,11,30
"8767",2014,1,"Meadowbrook Manor","F","Oswego",20,20,16,16,5,11
"8768",2014,1,"Meadowbrook Terrace Assisted Living","E","Jefferson",60,60,23,34,9,25
"8769",2014,1,"Meadowview at the Wartburg","S","Westchester",105,105,103,98,15,83
"8770",2014,1,"Memory Garden","F","Chautauqua",56,53,45,46,14,32
"8771",2014,1,"Mermaid Manor Home for Adults","F","Kings",200,200,197,200,134,66
"8772",2014,1,"Metro Interfaith EHP","S","Broome",37,37,29,30,10,20
"8773",2014,1,"Metro Interfaith Housing","S","Broome",11,11,3,2,0,2
"8774",2014,1,"Middleville Rest Home","F","Herkimer",24,24,20,23,13,10
"8775",2014,1,"Millview of Latham, LLC","F","Albany",55,55,41,41,10,31
"8776",2014,1,"Missionary Sisters of St. Benedict","E","Suffolk",60,45,44,43,2,41
"8777",2014,1,"Moffat Gardens ALP, Inc.","S","Kings",30,30,21,22,7,15
"8778",2014,1,"Mohawk Homestead","E","Herkimer",41,41,28,32,8,24
"8779",2014,1,"Mohegan Park","F","Westchester",150,150,143,141,85,56
"8780",2014,1,"Morans Rest Home","F","Ulster",32,32,20,22,14,8
"8781",2014,1,"Morgan Estates","F","Livingston",78,72,63,64,16,48
"8782",2014,1,"Morningside Manor","F","Dutchess",20,18,15,15,12,3
"8783",2014,1,"Moses Ludington Adult Care Facility","E","Essex",23,14,14,12,1,11
"8784",2014,1,"Mountain Valley Manor","F","Ulster",53,53,50,50,14,36
"8785",2014,1,"Mount Alverno Center","E","Orange",85,85,66,70,18,52
"8786",2014,1,"New Broadview Manor Home For Adults","F","Richmond",200,200,170,169,103,66
"8787",2014,1,"New Brookhaven Town House for Adults","F","Suffolk",182,182,180,182,121,61
"8788",2014,1,"New Fordham Arms Assisted Living","F","Bronx",35,35,35,33,17,16
"8789",2014,1,"New Glorias Manor Home for Adults","F","Queens",172,172,155,158,122,36
"8790",2014,1,"New Haven Manor","F","Queens",123,123,120,120,70,50
"8791",2014,1,"New Homestead Home for Adults, Inc.","F","Queens",163,163,110,111,41,70
"8792",2014,1,"New Monsey Park Home","F","Rockland",263,263,244,240,173,67
"8793",2014,1,"New Rochelle Home for Adults","F","Westchester",250,249,231,236,167,69
"8794",2014,1,"New South Shore Manor","F","Kings",74,74,71,69,45,24
"8795",2014,1,"New Sunnyside Adult Home","F","Onondaga",20,20,16,16,5,11
"8796",2014,1,"New Windsor Country Inn","F","Orange",86,82,61,63,18,45
"8797",2014,1,"New York Armenian Home, Inc.","E","Queens",79,79,34,31,7,24
"8798",2014,1,"North Brook Heights Home for Adults","F","Cayuga",178,148,114,112,41,71
"8799",2014,1,"Norwegian Christian Home and Health Care Center","E","Kings",88,88,84,84,23,61
"8800",2014,1,"NY Found-Sr Citizen EHP5 Clinton Gardens","S","New York",47,47,45,45,21,24
"8801",2014,1,"NY Found.-Sr. Citizens  #2 Brown Gardens","S","New York",47,47,46,46,15,31
"8802",2014,1,"NY Found.-Sr Citizens EHP3","S","New York",30,30,30,30,9,21
"8803",2014,1,"NY Found.-Sr Citizens EHP4 Ridge Street Gardens","S","New York",47,44,44,44,14,30
"8804",2014,1,"Oceanview Manor Home for Adults","F","Kings",176,176,173,170,106,64
"8805",2014,1,"Old Peoples Russian Orthodox Convent","E","Rockland",76,65,30,31,6,25
"8806",2014,1,"Olsen Rest","F","Suffolk",40,40,37,36,6,30
"8807",2014,1,"Open Gate Association Home for the Aged","E","Suffolk",24,24,6,8,0,8
"8808",2014,1,"Orchard Grove Residences","E","Chautauqua",36,36,34,32,7,25
"8809",2014,1,"Orchard Heights","F","Erie",142,142,137,139,32,107
"8810",2014,1,"Oyster Bay Manor","F","Nassau",72,72,47,44,11,33
"8811",2014,1,"Palisade Gardens","F","Westchester",106,106,101,104,60,44
"8812",2014,1,"Park Creek Senior Living Community","F","Erie",94,94,87,87,23,64
"8813",2014,1,"Park Inn Home","F","Queens",181,181,179,181,123,58
"8814",2014,1,"Park Manor Adult Home","F","Kings",52,52,50,50,37,13
"8815",2014,1,"Park Ridge Housing","S","Monroe",66,61,55,55,13,42
"8816",2014,1,"Park Terrace at Radisson","F","Onondaga",65,65,60,61,10,51
"8817",2014,1,"Parkview Home for Adults","F","Bronx",134,134,129,131,92,39
"8818",2014,1,"Parkwood Heights Senior Living Comm","F","Wayne",40,23,18,23,4,19
"8819",2014,1,"Pearl Garden Manor","F","Suffolk",26,25,24,24,16,8
"8820",2014,1,"Peconic Retreat Adult Home","F","Suffolk",10,10,9,10,2,8
"8821",2014,1,"Peregrines Landing Senior Community, Cheektowaga","S","Erie",112,112,97,101,30,71
"8822",2014,1,"Pinecrest Home For Adults","E","Steuben",17,17,16,15,9,6
"8823",2014,1,"Pine Harbour","S","Clinton",66,66,52,53,15,38
"8824",2014,1,"Pineview Commons H.F.A.","F","Fulton",94,86,80,79,15,64
"8825",2014,1,"Plattduetsche Home Society EHP","S","Nassau",90,90,49,52,14,38
"8826",2014,1,"Plattduetsche Old Folks Home Society","E","Nassau",91,91,62,63,13,50
"8827",2014,1,"Pleasant Gardens Home for Adults","E","Suffolk",26,26,26,26,11,15
"8828",2014,1,"Pounder Hall EHP","S","Oneida",17,12,7,7,1,6
"8829",2014,1,"Presbyterian Residential Community","E","Oneida",96,96,84,88,20,68
"8830",2014,1,"Promenade at Blue Hill","F","Rockland",61,61,55,55,14,41
"8831",2014,1,"Promenade at Chestnut Ridge","F","Rockland",198,118,73,76,18,58
"8832",2014,1,"Promenade at Middletown","F","Orange",200,200,88,93,22,71
"8833",2014,1,"Promenade at Tuxedo Place","F","Orange",89,89,43,43,13,30
"8834",2014,1,"Prospect Park Residence","F","Kings",132,132,132,132,33,99
"8835",2014,1,"Quail Summit","S","Ontario",55,55,36,34,7,27
"8836",2014,1,"Quaker Landing Memory Care Community","F","Erie",52,52,42,51,36,15
"8837",2014,1,"Queens Adult Care Center","F","Queens",361,361,358,361,260,101
"8838",2014,1,"Rainier Grove at Cherry Ridge","F","Monroe",87,87,74,71,24,47
"8839",2014,1,"Randolph Manor","F","Cattaraugus",50,45,34,32,9,23
"8840",2014,1,"Regency of Boro Park","F","Kings",200,200,34,32,11,21
"8841",2014,1,"Restmour Home for Adults","F","Cayuga",24,20,20,19,4,15
"8842",2014,1,"Ridge Rest Home, Inc.","E","Suffolk",58,58,46,46,40,6
"8843",2014,1,"Riverdale Manor Home for Adults","F","Bronx",256,256,239,240,139,101
"8844",2014,1,"RiverLedge Residence","E","St.Lawrence",40,40,39,40,5,35
"8845",2014,1,"RiverSpring Assisted Living","E","Bronx",35,35,18,24,7,17
"8846",2014,1,"Rivers Run","S","Monroe",20,20,1,1,0,1
"8847",2014,1,"River View Gardens NY Found. EHP #8","S","Queens",46,46,46,46,14,32
"8848",2014,1,"Robinson Terrace Senior Living","E","Delaware",60,60,52,45,14,31
"8849",2014,1,"Robynwood Home for Adults","F","Otsego",47,42,41,38,2,36
"8850",2014,1,"Rochester Presbyterian Home","E","Monroe",102,102,96,98,18,80
"8851",2014,1,"Rodden Home","F","Suffolk",23,23,23,23,14,9
"8852",2014,1,"Rome Home","E","Oneida",19,19,18,14,4,10
"8853",2014,1,"Rosewood Senior Citizens Home","F","Cortland",37,37,16,14,9,5
"8854",2014,1,"RPH-West","E","Monroe",52,52,49,47,12,35
"8855",2014,1,"Sachem Adult Home","F","Suffolk",46,46,40,38,21,17
"8856",2014,1,"Sage Harbor Baywinde","F","Monroe",88,88,58,58,38,20
"8857",2014,1,"Samaritan Summit Village","E","Jefferson",120,120,100,96,16,80
"8858",2014,1,"Samuel F. Vilas Home","E","Clinton",44,44,35,35,6,29
"8859",2014,1,"Sanford Home","F","Queens",200,200,196,197,115,82
"8860",2014,1,"Sarah Jane Sanford Home","E","Montgomery",40,40,35,37,0,37
"8861",2014,1,"Seabury Woods","S","Monroe",85,85,63,62,12,50
"8862",2014,1,"Seaview Manor, LLC","F","Queens",124,124,122,120,65,55
"8863",2014,1,"Sedgwick Heights","E","Onondaga",154,154,136,135,37,98
"8864",2014,1,"Seneca Lake Terrace Assisted Living Center","F","Ontario",66,66,62,62,48,14
"8865",2014,1,"SeniorFirst Assisted Living at Valley Manor","S","Monroe",13,8,6,7,4,3
"8866",2014,1,"Shire at Culverton Adult Home","F","Monroe",200,200,169,174,85,89
"8867",2014,1,"Signature Senior Living","F","Kings",199,199,81,68,34,34
"8868",2014,1,"Somerset Gardens","S","Nassau",160,155,152,149,50,99
"8869",2014,1,"South Bay Adult Home","F","Suffolk",39,39,32,35,23,12
"8870",2014,1,"Southern Tier Meadows","E","Chautauqua",24,24,24,23,12,11
"8871",2014,1,"Spring Valley Rest Home","F","Rockland",32,32,31,32,23,9
"8872",2014,1,"St. Columbans on the Lake","E","Chautauqua",57,51,49,50,11,39
"8873",2014,1,"St. Elizabeths Home","E","Erie",117,117,108,110,37,73
"8874",2014,1,"Sterling House of Ithaca","S","Tompkins",53,53,39,42,8,34
"8875",2014,1,"Sterling House of Niagara","S","Niagara",53,53,48,46,16,30
"8876",2014,1,"St. Francis Commons","E","Oswego",60,60,22,42,8,34
"8877",2014,1,"St. Josephs Home","E","Rockland",31,30,30,25,2,23
"8878",2014,1,"St. Louise Manor","E","Broome",52,52,44,42,12,30
"8879",2014,1,"St. Marks Terrace EHP #1","S","Yates",27,27,15,16,5,11
"8880",2014,1,"St. Marks Terrace EHP #2","S","Yates",22,22,7,6,2,4
"8881",2014,1,"St. Marys Manor","S","Nassau",28,28,22,25,9,16
"8882",2014,1,"St. Michaels Home","E","Westchester",60,60,53,57,14,43
"8883",2014,1,"St. Nicholas Home","E","Kings",75,70,63,61,25,36
"8884",2014,1,"St. Vincent de Paul","E","Bronx",59,59,57,55,34,21
"8885",2014,1,"St. Vincents Home for Aged","E","Chautauqua",45,32,28,29,13,16
"8886",2014,1,"St. Zitas Villa","E","Rockland",35,35,21,18,0,18
"8887",2014,1,"Sues Rest","F","Steuben",14,14,13,13,5,8
"8888",2014,1,"Sunnydale Home","F","Westchester",17,17,16,17,9,8
"8889",2014,1,"Sunrise at Mill Basin","S","Kings",142,142,112,119,22,97
"8890",2014,1,"Sunrise at Sheepshead Bay","S","Kings",189,189,135,133,41,92
"8891",2014,1,"Sunrise of Crestwood","F","Westchester",116,116,84,89,25,64
"8892",2014,1,"Sunrise of Dix Hills","F","Suffolk",98,98,84,82,23,59
"8893",2014,1,"Sunrise of East Setauket","F","Suffolk",109,109,101,101,22,79
"8894",2014,1,"Sunrise of Fleetwood","F","Westchester",136,136,89,89,14,75
"8895",2014,1,"Sunrise of Glen Cove","F","Nassau",111,111,75,81,18,63
"8896",2014,1,"Sunrise of Holbrook","F","Suffolk",109,109,94,95,25,70
"8897",2014,1,"Sunrise of New City","F","Rockland",120,120,88,88,30,58
"8898",2014,1,"Sunrise of North Lynbrook","F","Nassau",138,138,105,105,29,76
"8899",2014,1,"Sunrise of Plainview","F","Nassau",65,65,58,61,12,49
"8900",2014,1,"Sunrise of Smithtown","F","Suffolk",104,104,90,83,23,60
"8901",2014,1,"Sunrise of Staten Island","S","Richmond",121,121,96,103,34,69
"8902",2014,1,"Sunrise of West Babylon","F","Suffolk",109,109,93,92,20,72
"8903",2014,1,"Surf Manor Home for Adults","F","Kings",200,200,197,200,135,65
"8904",2014,1,"Surfside Manor Home for Adults, LLC","F","Queens",200,200,199,199,125,74
"8905",2014,1,"Sutton Gardens, LLC","F","Queens",47,47,38,45,23,22
"8906",2014,1,"Tanglewood Manor","F","Chautauqua",158,154,125,140,45,95
"8907",2014,1,"Tappan Zee Manor","F","Rockland",150,105,90,83,31,52
